text,chapter,verse,unitId,content,morphologyId,en
1John,2,22,751,τίς,248,
1John,2,22,752,ἐστιν,63,
1John,2,22,753,ὁ,60,
1John,2,22,754,ψεύστης,138,
1John,2,22,755,εἰ,235,
1John,2,22,756,μὴ,111,
1John,2,22,757,ὁ,60,
1John,2,22,758,ἀρνούμενος,249,
1John,2,22,759,ὅτι,59,
1John,2,22,760,Ἰησοῦς,250,
1John,2,22,761,οὐκ,67,
1John,2,22,762,ἔστιν,54,
1John,2,22,763,ὁ,60,
1John,2,22,764,χριστός;,251,
1John,2,22,765,οὗτός,252,
1John,2,22,766,ἐστιν,63,
1John,2,22,767,ὁ,60,
1John,2,22,768,ἀντίχριστος,225,
1John,2,22,769,",",0,
1John,2,22,770,ὁ,60,
1John,2,22,771,ἀρνούμενος,249,
1John,2,22,772,τὸν,31,
1John,2,22,773,πατέρα,32,
1John,2,22,774,καὶ,11,
1John,2,22,775,τὸν,31,
1John,2,22,776,υἱόν,253,
1John,2,22,777,.,0,
1John,2,23,778,23,0,
1John,2,23,779,πᾶς,254,
1John,2,23,780,ὁ,60,
1John,2,23,781,ἀρνούμενος,249,
1John,2,23,782,τὸν,31,
1John,2,23,783,υἱὸν,255,
1John,2,23,784,οὐδὲ,256,
1John,2,23,785,τὸν,31,
1John,2,23,786,πατέρα,32,
1John,2,23,787,ἔχει,257,
1John,2,23,788,·,0,
1John,2,23,789,ὁ,60,
1John,2,23,790,ὁμολογῶν,258,
1John,2,23,791,τὸν,31,
1John,2,23,792,υἱὸν,255,
1John,2,23,793,καὶ,11,
1John,2,23,794,τὸν,31,
1John,2,23,795,πατέρα,32,
1John,2,23,796,ἔχει,257,
1John,2,23,797,.,0,
1John,2,24,798,24,0,
1John,2,24,799,ὑμεῖς,35,
1John,2,24,800,ὃ,1,
1John,2,24,801,ἠκούσατε,165,
1John,2,24,802,ἀπʼ,3,
1John,2,24,803,ἀρχῆς,4,
1John,2,24,804,",",0,
1John,2,24,805,ἐν,65,
1John,2,24,806,ὑμῖν,25,
1John,2,24,807,μενέτω,259,
1John,2,24,808,·,0,
1John,2,24,809,ἐὰν,69,
1John,2,24,810,ἐν,65,
1John,2,24,811,ὑμῖν,25,
1John,2,24,812,μείνῃ,260,
1John,2,24,813,ὃ,1,
1John,2,24,814,ἀπʼ,3,
1John,2,24,815,ἀρχῆς,4,
1John,2,24,816,ἠκούσατε,165,
1John,2,24,817,",",0,
1John,2,24,818,καὶ,11,
1John,2,24,819,ὑμεῖς,35,
1John,2,24,820,ἐν,65,
1John,2,24,821,τῷ,73,
1John,2,24,822,υἱῷ,261,
1John,2,24,823,καὶ,11,
1John,2,24,824,ἐν,65,
1John,2,24,825,τῷ,73,
1John,2,24,826,πατρὶ,262,
1John,2,24,827,μενεῖτε,263,
1John,2,24,828,.,0,
1John,2,25,829,25,0,
1John,2,25,830,καὶ,11,
1John,2,25,831,αὕτη,55,
1John,2,25,832,ἐστὶν,178,
1John,2,25,833,ἡ,20,
1John,2,25,834,ἐπαγγελία,264,
1John,2,25,835,ἣν,57,
1John,2,25,836,αὐτὸς,120,
1John,2,25,837,ἐπηγγείλατο,265,
1John,2,25,838,ἡμῖν,33,
1John,2,25,839,",",0,
1John,2,25,840,τὴν,26,
1John,2,25,841,ζωὴν,27,
1John,2,25,842,τὴν,26,
1John,2,25,843,αἰώνιον,28,
1John,2,25,844,.,0,
1John,2,26,845,26,0,
1John,2,26,846,Ταῦτα,48,
1John,2,26,847,ἔγραψα,200,
1John,2,26,848,ὑμῖν,25,
1John,2,26,849,περὶ,15,
1John,2,26,850,τῶν,122,
1John,2,26,851,πλανώντων,266,
1John,2,26,852,ὑμᾶς,267,
1John,2,26,853,.,0,
1John,2,27,854,27,0,
1John,2,27,855,καὶ,11,
1John,2,27,856,ὑμεῖς,35,
1John,2,27,857,τὸ,85,
1John,2,27,858,χρῖσμα,241,
1John,2,27,859,ὃ,1,
1John,2,27,860,ἐλάβετε,268,
1John,2,27,861,ἀπʼ,3,
1John,2,27,862,αὐτοῦ,45,
1John,2,27,863,μένει,182,
1John,2,27,864,ἐν,65,
1John,2,27,865,ὑμῖν,25,
1John,2,27,866,",",0,
1John,2,27,867,καὶ,11,
1John,2,27,868,οὐ,77,
1John,2,27,869,χρείαν,269,
1John,2,27,870,ἔχετε,242,
1John,2,27,871,ἵνα,34,
1John,2,27,872,τις,114,
1John,2,27,873,διδάσκῃ,270,
1John,2,27,874,ὑμᾶς,267,
1John,2,27,875,·,0,
1John,2,27,876,ἀλλʼ,159,
1John,2,27,877,ὡς,81,
1John,2,27,878,τὸ,85,
1John,2,27,879,αὐτοῦ,45,
1John,2,27,880,χρῖσμα,241,
1John,2,27,881,διδάσκει,271,
1John,2,27,882,ὑμᾶς,267,
1John,2,27,883,περὶ,15,
1John,2,27,884,πάντων,272,
1John,2,27,885,",",0,
1John,2,27,886,καὶ,11,
1John,2,27,887,ἀληθές,273,
1John,2,27,888,ἐστιν,63,
1John,2,27,889,καὶ,11,
1John,2,27,890,οὐκ,67,
1John,2,27,891,ἔστιν,54,
1John,2,27,892,ψεῦδος,246,
1John,2,27,893,",",0,
1John,2,27,894,καὶ,11,
1John,2,27,895,καθὼς,152,
1John,2,27,896,ἐδίδαξεν,274,
1John,2,27,897,ὑμᾶς,267,
1John,2,27,898,",",0,
1John,2,27,899,μένετε,275,
1John,2,27,900,ἐν,65,
1John,2,27,901,αὐτῷ,66,
1John,2,27,902,.,0,
1John,2,28,903,28,0,
1John,2,28,904,Καὶ,11,
1John,2,28,905,νῦν,227,
1John,2,28,906,",",0,
1John,2,28,907,τεκνία,108,
1John,2,28,908,",",0,
1John,2,28,909,μένετε,275,
1John,2,28,910,ἐν,65,
1John,2,28,911,αὐτῷ,66,
1John,2,28,912,",",0,
1John,2,28,913,ἵνα,34,
1John,2,28,914,ἐὰν,69,
1John,2,28,915,φανερωθῇ,276,
1John,2,28,916,σχῶμεν,277,
1John,2,28,917,παρρησίαν,278,
1John,2,28,918,καὶ,11,
1John,2,28,919,μὴ,111,
1John,2,28,920,αἰσχυνθῶμεν,279,
1John,2,28,921,ἀπʼ,3,
1John,2,28,922,αὐτοῦ,45,
1John,2,28,923,ἐν,65,
1John,2,28,924,τῇ,176,
1John,2,28,925,παρουσίᾳ,280,
1John,2,28,926,αὐτοῦ,45,
1John,2,28,927,.,0,
1John,2,29,928,29,0,
1John,2,29,929,ἐὰν,69,
1John,2,29,930,εἰδῆτε,281,
1John,2,29,931,ὅτι,59,
1John,2,29,932,δίκαιός,282,
1John,2,29,933,ἐστιν,63,
1John,2,29,934,",",0,
1John,2,29,935,γινώσκετε,283,
1John,2,29,936,ὅτι,59,
1John,2,29,937,πᾶς,254,
1John,2,29,938,ὁ,60,
1John,2,29,939,ποιῶν,219,
1John,2,29,940,τὴν,26,
1John,2,29,941,δικαιοσύνην,284,
1John,2,29,942,ἐξ,232,
1John,2,29,943,αὐτοῦ,45,
1John,2,29,944,γεγέννηται,285,
1John,2,29,945,.,0,
1John,3,1,946,1,0,
1John,3,1,947,ἴδετε,286,
1John,3,1,948,ποταπὴν,287,
1John,3,1,949,ἀγάπην,288,
1John,3,1,950,δέδωκεν,289,
1John,3,1,951,ἡμῖν,33,
1John,3,1,952,ὁ,60,
1John,3,1,953,πατὴρ,290,
1John,3,1,954,ἵνα,34,
1John,3,1,955,τέκνα,291,
1John,3,1,956,θεοῦ,147,
1John,3,1,957,κληθῶμεν,292,
1John,3,1,958,",",0,
1John,3,1,959,καὶ,11,
1John,3,1,960,ἐσμέν,293,
1John,3,1,961,.,0,
1John,3,1,962,διὰ,193,
1John,3,1,963,τοῦτο,294,
1John,3,1,964,ὁ,60,
1John,3,1,965,κόσμος,218,
1John,3,1,966,οὐ,77,
1John,3,1,967,γινώσκει,295,
1John,3,1,968,ἡμᾶς,88,
1John,3,1,969,ὅτι,59,
1John,3,1,970,οὐκ,67,
1John,3,1,971,ἔγνω,296,
1John,3,1,972,αὐτόν,132,
1John,3,1,973,.,0,
1John,3,2,974,2,0,
1John,3,2,975,ἀγαπητοί,156,
1John,3,2,976,",",0,
1John,3,2,977,νῦν,227,
1John,3,2,978,τέκνα,291,
1John,3,2,979,θεοῦ,147,
1John,3,2,980,ἐσμεν,149,
1John,3,2,981,",",0,
1John,3,2,982,καὶ,11,
1John,3,2,983,οὔπω,297,
1John,3,2,984,ἐφανερώθη,22,
1John,3,2,985,τί,298,
1John,3,2,986,ἐσόμεθα,299,
1John,3,2,987,.,0,
1John,3,2,988,οἴδαμεν,300,
1John,3,2,989,ὅτι,59,
1John,3,2,990,ἐὰν,69,
1John,3,2,991,φανερωθῇ,276,
1John,3,2,992,ὅμοιοι,301,
1John,3,2,993,αὐτῷ,66,
1John,3,2,994,ἐσόμεθα,299,
1John,3,2,995,",",0,
1John,3,2,996,ὅτι,59,
1John,3,2,997,ὀψόμεθα,302,
1John,3,2,998,αὐτὸν,106,
1John,3,2,999,καθώς,303,
1John,3,2,1000,ἐστιν,63,
1John,3,2,1001,.,0,
1John,3,3,1002,3,0,
1John,3,3,1003,καὶ,11,
1John,3,3,1004,πᾶς,254,
1John,3,3,1005,ὁ,60,
1John,3,3,1006,ἔχων,304,
1John,3,3,1007,τὴν,26,
1John,3,3,1008,ἐλπίδα,305,
1John,3,3,1009,ταύτην,306,
1John,3,3,1010,ἐπʼ,307,
1John,3,3,1011,αὐτῷ,66,
1John,3,3,1012,ἁγνίζει,308,
1John,3,3,1013,ἑαυτὸν,309,
1John,3,3,1014,καθὼς,152,
1John,3,3,1015,ἐκεῖνος,153,
1John,3,3,1016,ἁγνός,310,
1John,3,3,1017,ἐστιν,63,
1John,3,3,1018,.,0,
1John,3,4,1019,4,0,
1John,3,4,1020,Πᾶς,254,
1John,3,4,1021,ὁ,60,
1John,3,4,1022,ποιῶν,219,
1John,3,4,1023,τὴν,26,
1John,3,4,1024,ἁμαρτίαν,92,
1John,3,4,1025,καὶ,11,
1John,3,4,1026,τὴν,26,
1John,3,4,1027,ἀνομίαν,311,
1John,3,4,1028,ποιεῖ,312,
1John,3,4,1029,",",0,
1John,3,4,1030,καὶ,11,
1John,3,4,1031,ἡ,20,
1John,3,4,1032,ἁμαρτία,313,
1John,3,4,1033,ἐστὶν,178,
1John,3,4,1034,ἡ,20,
1John,3,4,1035,ἀνομία,314,
1John,3,4,1036,.,0,
1John,3,5,1037,5,0,
1John,3,5,1038,καὶ,11,
1John,3,5,1039,οἴδατε,244,
1John,3,5,1040,ὅτι,59,
1John,3,5,1041,ἐκεῖνος,153,
1John,3,5,1042,ἐφανερώθη,22,
1John,3,5,1043,ἵνα,34,
1John,3,5,1044,τὰς,97,
1John,3,5,1045,ἁμαρτίας,91,
1John,3,5,1046,ἄρῃ,315,
1John,3,5,1047,",",0,
1John,3,5,1048,καὶ,11,
1John,3,5,1049,ἁμαρτία,313,
1John,3,5,1050,ἐν,65,
1John,3,5,1051,αὐτῷ,66,
1John,3,5,1052,οὐκ,67,
1John,3,5,1053,ἔστιν,54,
1John,3,5,1054,.,0,
1John,3,6,1055,6,0,
1John,3,6,1056,πᾶς,254,
1John,3,6,1057,ὁ,60,
1John,3,6,1058,ἐν,65,
1John,3,6,1059,αὐτῷ,66,
1John,3,6,1060,μένων,316,
1John,3,6,1061,οὐχ,103,
1John,3,6,1062,ἁμαρτάνει,317,
1John,3,6,1063,·,0,
1John,3,6,1064,πᾶς,254,
1John,3,6,1065,ὁ,60,
1John,3,6,1066,ἁμαρτάνων,318,
1John,3,6,1067,οὐχ,103,
1John,3,6,1068,ἑώρακεν,319,
1John,3,6,1069,αὐτὸν,106,
1John,3,6,1070,οὐδὲ,256,
1John,3,6,1071,ἔγνωκεν,320,
1John,3,6,1072,αὐτόν,132,
1John,3,6,1073,.,0,
1John,3,7,1074,7,0,
1John,3,7,1075,τεκνία,108,
1John,3,7,1076,",",0,
1John,3,7,1077,μηδεὶς,321,
1John,3,7,1078,πλανάτω,322,
1John,3,7,1079,ὑμᾶς,267,
1John,3,7,1080,·,0,
1John,3,7,1081,ὁ,60,
1John,3,7,1082,ποιῶν,219,
1John,3,7,1083,τὴν,26,
1John,3,7,1084,δικαιοσύνην,284,
1John,3,7,1085,δίκαιός,282,
1John,3,7,1086,ἐστιν,63,
1John,3,7,1087,",",0,
1John,3,7,1088,καθὼς,152,
1John,3,7,1089,ἐκεῖνος,153,
1John,3,7,1090,δίκαιός,282,
1John,3,7,1091,ἐστιν,63,
1John,3,7,1092,·,0,
1John,3,8,1093,8,0,
1John,3,8,1094,ὁ,60,
1John,3,8,1095,ποιῶν,219,
1John,3,8,1096,τὴν,26,
1John,3,8,1097,ἁμαρτίαν,92,
1John,3,8,1098,ἐκ,216,
1John,3,8,1099,τοῦ,16,
1John,3,8,1100,διαβόλου,323,
1John,3,8,1101,ἐστίν,139,
1John,3,8,1102,",",0,
1John,3,8,1103,ὅτι,59,
1John,3,8,1104,ἀπʼ,3,
1John,3,8,1105,ἀρχῆς,4,
1John,3,8,1106,ὁ,60,
1John,3,8,1107,διάβολος,324,
1John,3,8,1108,ἁμαρτάνει,317,
1John,3,8,1109,.,0,
1John,3,8,1110,εἰς,221,
1John,3,8,1111,τοῦτο,294,
1John,3,8,1112,ἐφανερώθη,22,
1John,3,8,1113,ὁ,60,
1John,3,8,1114,υἱὸς,325,
1John,3,8,1115,τοῦ,16,
1John,3,8,1116,θεοῦ,147,
1John,3,8,1117,ἵνα,34,
1John,3,8,1118,λύσῃ,326,
1John,3,8,1119,τὰ,207,
1John,3,8,1120,ἔργα,327,
1John,3,8,1121,τοῦ,16,
1John,3,8,1122,διαβόλου,323,
1John,3,8,1123,.,0,
1John,3,9,1124,9,0,
1John,3,9,1125,πᾶς,254,
1John,3,9,1126,ὁ,60,
1John,3,9,1127,γεγεννημένος,328,
1John,3,9,1128,ἐκ,216,
1John,3,9,1129,τοῦ,16,
1John,3,9,1130,θεοῦ,147,
1John,3,9,1131,ἁμαρτίαν,92,
1John,3,9,1132,οὐ,77,
1John,3,9,1133,ποιεῖ,312,
1John,3,9,1134,",",0,
1John,3,9,1135,ὅτι,59,
1John,3,9,1136,σπέρμα,329,
1John,3,9,1137,αὐτοῦ,45,
1John,3,9,1138,ἐν,65,
1John,3,9,1139,αὐτῷ,66,
1John,3,9,1140,μένει,182,
1John,3,9,1141,",",0,
1John,3,9,1142,καὶ,11,
1John,3,9,1143,οὐ,77,
1John,3,9,1144,δύναται,330,
1John,3,9,1145,ἁμαρτάνειν,331,
1John,3,9,1146,",",0,
1John,3,9,1147,ὅτι,59,
1John,3,9,1148,ἐκ,216,
1John,3,9,1149,τοῦ,16,
1John,3,9,1150,θεοῦ,147,
1John,3,9,1151,γεγέννηται,285,
1John,3,9,1152,.,0,
1John,3,10,1153,10,0,
1John,3,10,1154,ἐν,65,
1John,3,10,1155,τούτῳ,129,
1John,3,10,1156,φανερά,332,
1John,3,10,1157,ἐστιν,63,
1John,3,10,1158,τὰ,207,
1John,3,10,1159,τέκνα,291,
1John,3,10,1160,τοῦ,16,
1John,3,10,1161,θεοῦ,147,
1John,3,10,1162,καὶ,11,
1John,3,10,1163,τὰ,207,
1John,3,10,1164,τέκνα,291,
1John,3,10,1165,τοῦ,16,
1John,3,10,1166,διαβόλου,323,
1John,3,10,1167,·,0,
1John,3,10,1168,πᾶς,254,
1John,3,10,1169,ὁ,60,
1John,3,10,1170,μὴ,111,
1John,3,10,1171,ποιῶν,219,
1John,3,10,1172,δικαιοσύνην,284,
1John,3,10,1173,οὐκ,67,
1John,3,10,1174,ἔστιν,54,
1John,3,10,1175,ἐκ,216,
1John,3,10,1176,τοῦ,16,
1John,3,10,1177,θεοῦ,147,
1John,3,10,1178,",",0,
1John,3,10,1179,καὶ,11,
1John,3,10,1180,ὁ,60,
1John,3,10,1181,μὴ,111,
1John,3,10,1182,ἀγαπῶν,181,
1John,3,10,1183,τὸν,31,
1John,3,10,1184,ἀδελφὸν,174,
1John,3,10,1185,αὐτοῦ,45,
1John,3,10,1186,.,0,
1John,3,11,1187,11,0,
1John,3,11,1188,Ὅτι,59,
1John,3,11,1189,αὕτη,55,
1John,3,11,1190,ἐστὶν,178,
1John,3,11,1191,ἡ,20,
1John,3,11,1192,ἀγγελία,56,
1John,3,11,1193,ἣν,57,
1John,3,11,1194,ἠκούσατε,165,
1John,3,11,1195,ἀπʼ,3,
1John,3,11,1196,ἀρχῆς,4,
1John,3,11,1197,",",0,
1John,3,11,1198,ἵνα,34,
1John,3,11,1199,ἀγαπῶμεν,333,
1John,3,11,1200,ἀλλήλους,334,
1John,3,11,1201,·,0,
1John,3,12,1202,12,0,
1John,3,12,1203,οὐ,77,
1John,3,12,1204,καθὼς,152,
1John,3,12,1205,Κάϊν,335,
1John,3,12,1206,ἐκ,216,
1John,3,12,1207,τοῦ,16,
1John,3,12,1208,πονηροῦ,336,
1John,3,12,1209,ἦν,2,
1John,3,12,1210,καὶ,11,
1John,3,12,1211,ἔσφαξεν,337,
1John,3,12,1212,τὸν,31,
1John,3,12,1213,ἀδελφὸν,174,
1John,3,12,1214,αὐτοῦ,45,
1John,3,12,1215,·,0,
1John,3,12,1216,καὶ,11,
1John,3,12,1217,χάριν,338,
1John,3,12,1218,τίνος,339,
1John,3,12,1219,ἔσφαξεν,337,
1John,3,12,1220,αὐτόν;,340,
1John,3,12,1221,ὅτι,59,
1John,3,12,1222,τὰ,207,
1John,3,12,1223,ἔργα,327,
1John,3,12,1224,αὐτοῦ,45,
1John,3,12,1225,πονηρὰ,341,
1John,3,12,1226,ἦν,2,
1John,3,12,1227,",",0,
1John,3,12,1228,τὰ,207,
1John,3,12,1229,δὲ,40,
1John,3,12,1230,τοῦ,16,
1John,3,12,1231,ἀδελφοῦ,342,
1John,3,12,1232,αὐτοῦ,45,
1John,3,12,1233,δίκαια,343,
1John,3,12,1234,.,0,
1John,3,13,1235,13,0,
1John,3,13,1236,μὴ,111,
1John,3,13,1237,θαυμάζετε,344,
1John,3,13,1238,",",0,
1John,3,13,1239,ἀδελφοί,345,
1John,3,13,1240,",",0,
1John,3,13,1241,εἰ,235,
1John,3,13,1242,μισεῖ,346,
1John,3,13,1243,ὑμᾶς,267,
1John,3,13,1244,ὁ,60,
1John,3,13,1245,κόσμος,218,
1John,3,13,1246,.,0,
1John,3,14,1247,14,0,
1John,3,14,1248,ἡμεῖς,50,
1John,3,14,1249,οἴδαμεν,300,
1John,3,14,1250,ὅτι,59,
1John,3,14,1251,μεταβεβήκαμεν,347,
1John,3,14,1252,ἐκ,216,
1John,3,14,1253,τοῦ,16,
1John,3,14,1254,θανάτου,348,
1John,3,14,1255,εἰς,221,
1John,3,14,1256,τὴν,26,
1John,3,14,1257,ζωήν,349,
1John,3,14,1258,",",0,
1John,3,14,1259,ὅτι,59,
1John,3,14,1260,ἀγαπῶμεν,333,
1John,3,14,1261,τοὺς,189,
1John,3,14,1262,ἀδελφούς,350,
1John,3,14,1263,·,0,
1John,3,14,1264,ὁ,60,
1John,3,14,1265,μὴ,111,
1John,3,14,1266,ἀγαπῶν,181,
1John,3,14,1267,μένει,182,
1John,3,14,1268,ἐν,65,
1John,3,14,1269,τῷ,73,
1John,3,14,1270,θανάτῳ,351,
1John,3,14,1271,.,0,
1John,3,15,1272,15,0,
1John,3,15,1273,πᾶς,254,
1John,3,15,1274,ὁ,60,
1John,3,15,1275,μισῶν,175,
1John,3,15,1276,τὸν,31,
1John,3,15,1277,ἀδελφὸν,174,
1John,3,15,1278,αὐτοῦ,45,
1John,3,15,1279,ἀνθρωποκτόνος,352,
1John,3,15,1280,ἐστίν,139,
1John,3,15,1281,",",0,
1John,3,15,1282,καὶ,11,
1John,3,15,1283,οἴδατε,244,
1John,3,15,1284,ὅτι,59,
1John,3,15,1285,πᾶς,254,
1John,3,15,1286,ἀνθρωποκτόνος,352,
1John,3,15,1287,οὐκ,67,
1John,3,15,1288,ἔχει,257,
1John,3,15,1289,ζωὴν,27,
1John,3,15,1290,αἰώνιον,28,
1John,3,15,1291,ἐν,65,
1John,3,15,1292,αὐτῷ,66,
1John,3,15,1293,μένουσαν,353,
1John,3,15,1294,.,0,
1John,3,16,1295,16,0,
1John,3,16,1296,ἐν,65,
1John,3,16,1297,τούτῳ,129,
1John,3,16,1298,ἐγνώκαμεν,131,
1John,3,16,1299,τὴν,26,
1John,3,16,1300,ἀγάπην,288,
1John,3,16,1301,",",0,
1John,3,16,1302,ὅτι,59,
1John,3,16,1303,ἐκεῖνος,153,
1John,3,16,1304,ὑπὲρ,354,
1John,3,16,1305,ἡμῶν,9,
1John,3,16,1306,τὴν,26,
1John,3,16,1307,ψυχὴν,355,
1John,3,16,1308,αὐτοῦ,45,
1John,3,16,1309,ἔθηκεν,356,
1John,3,16,1310,·,0,
1John,3,16,1311,καὶ,11,
1John,3,16,1312,ἡμεῖς,50,
1John,3,16,1313,ὀφείλομεν,357,
1John,3,16,1314,ὑπὲρ,354,
1John,3,16,1315,τῶν,122,
1John,3,16,1316,ἀδελφῶν,358,
1John,3,16,1317,τὰς,97,
1John,3,16,1318,ψυχὰς,359,
1John,3,16,1319,θεῖναι,360,
1John,3,16,1320,.,0,
1John,3,17,1321,17,0,
1John,3,17,1322,ὃς,140,
1John,3,17,1323,δʼ,141,
1John,3,17,1324,ἂν,142,
1John,3,17,1325,ἔχῃ,361,
1John,3,17,1326,τὸν,31,
1John,3,17,1327,βίον,362,
1John,3,17,1328,τοῦ,16,
1John,3,17,1329,κόσμου,128,
1John,3,17,1330,καὶ,11,
1John,3,17,1331,θεωρῇ,363,
1John,3,17,1332,τὸν,31,
1John,3,17,1333,ἀδελφὸν,174,
1John,3,17,1334,αὐτοῦ,45,
1John,3,17,1335,χρείαν,269,
1John,3,17,1336,ἔχοντα,364,
1John,3,17,1337,καὶ,11,
1John,3,17,1338,κλείσῃ,365,
1John,3,17,1339,τὰ,207,
1John,3,17,1340,σπλάγχνα,366,
1John,3,17,1341,αὐτοῦ,45,
1John,3,17,1342,ἀπʼ,3,
1John,3,17,1343,αὐτοῦ,45,
1John,3,17,1344,",",0,
1John,3,17,1345,πῶς,367,
1John,3,17,1346,ἡ,20,
1John,3,17,1347,ἀγάπη,146,
1John,3,17,1348,τοῦ,16,
1John,3,17,1349,θεοῦ,147,
1John,3,17,1350,μένει,182,
1John,3,17,1351,ἐν,65,
1John,3,17,1352,αὐτῷ;,368,
1John,3,18,1353,18,0,
1John,3,18,1354,Τεκνία,108,
1John,3,18,1355,",",0,
1John,3,18,1356,μὴ,111,
1John,3,18,1357,ἀγαπῶμεν,333,
1John,3,18,1358,λόγῳ,369,
1John,3,18,1359,μηδὲ,206,
1John,3,18,1360,τῇ,176,
1John,3,18,1361,γλώσσῃ,370,
1John,3,18,1362,ἀλλὰ,126,
1John,3,18,1363,ἐν,65,
1John,3,18,1364,ἔργῳ,371,
1John,3,18,1365,καὶ,11,
1John,3,18,1366,ἀληθείᾳ,372,
1John,3,18,1367,.,0,
1John,3,19,1368,19,0,
1John,3,19,1369,ἐν,65,
1John,3,19,1370,τούτῳ,129,
1John,3,19,1371,γνωσόμεθα,373,
1John,3,19,1372,ὅτι,59,
1John,3,19,1373,ἐκ,216,
1John,3,19,1374,τῆς,18,
1John,3,19,1375,ἀληθείας,247,
1John,3,19,1376,ἐσμέν,293,
1John,3,19,1377,",",0,
1John,3,19,1378,καὶ,11,
1John,3,19,1379,ἔμπροσθεν,374,
1John,3,19,1380,αὐτοῦ,45,
1John,3,19,1381,πείσομεν,375,
1John,3,19,1382,τὴν,26,
1John,3,19,1383,καρδίαν,376,
1John,3,19,1384,ἡμῶν,9,
1John,3,20,1385,20,0,
1John,3,20,1386,ὅτι,59,
1John,3,20,1387,ἐὰν,69,
1John,3,20,1388,καταγινώσκῃ,377,
1John,3,20,1389,ἡμῶν,9,
1John,3,20,1390,ἡ,20,
1John,3,20,1391,καρδία,378,
1John,3,20,1392,",",0,
1John,3,20,1393,ὅτι,59,
1John,3,20,1394,μείζων,379,
1John,3,20,1395,ἐστὶν,178,
1John,3,20,1396,ὁ,60,
1John,3,20,1397,θεὸς,61,
1John,3,20,1398,τῆς,18,
1John,3,20,1399,καρδίας,380,
1John,3,20,1400,ἡμῶν,9,
1John,3,20,1401,καὶ,11,
1John,3,20,1402,γινώσκει,295,
1John,3,20,1403,πάντα,381,
1John,3,20,1404,.,0,
1John,3,21,1405,21,0,
1John,3,21,1406,ἀγαπητοί,156,
1John,3,21,1407,",",0,
1John,3,21,1408,ἐὰν,69,
1John,3,21,1409,ἡ,20,
1John,3,21,1410,καρδία,378,
1John,3,21,1411,μὴ,111,
1John,3,21,1412,καταγινώσκῃ,377,
1John,3,21,1413,ἡμῶν,9,
1John,3,21,1414,",",0,
1John,3,21,1415,παρρησίαν,278,
1John,3,21,1416,ἔχομεν,71,
1John,3,21,1417,πρὸς,30,
1John,3,21,1418,τὸν,31,
1John,3,21,1419,θεόν,382,
1John,3,21,1420,",",0,
1John,3,22,1421,22,0,
1John,3,22,1422,καὶ,11,
1John,3,22,1423,ὃ,1,
1John,3,22,1424,ἐὰν,69,
1John,3,22,1425,αἰτῶμεν,383,
1John,3,22,1426,λαμβάνομεν,384,
1John,3,22,1427,ἀπʼ,3,
1John,3,22,1428,αὐτοῦ,45,
1John,3,22,1429,",",0,
1John,3,22,1430,ὅτι,59,
1John,3,22,1431,τὰς,97,
1John,3,22,1432,ἐντολὰς,133,
1John,3,22,1433,αὐτοῦ,45,
1John,3,22,1434,τηροῦμεν,385,
1John,3,22,1435,καὶ,11,
1John,3,22,1436,τὰ,207,
1John,3,22,1437,ἀρεστὰ,386,
1John,3,22,1438,ἐνώπιον,387,
1John,3,22,1439,αὐτοῦ,45,
1John,3,22,1440,ποιοῦμεν,78,
1John,3,22,1441,.,0,
1John,3,23,1442,23,0,
1John,3,23,1443,καὶ,11,
1John,3,23,1444,αὕτη,55,
1John,3,23,1445,ἐστὶν,178,
1John,3,23,1446,ἡ,20,
1John,3,23,1447,ἐντολὴ,162,
1John,3,23,1448,αὐτοῦ,45,
1John,3,23,1449,",",0,
1John,3,23,1450,ἵνα,34,
1John,3,23,1451,πιστεύσωμεν,388,
1John,3,23,1452,τῷ,73,
1John,3,23,1453,ὀνόματι,389,
1John,3,23,1454,τοῦ,16,
1John,3,23,1455,υἱοῦ,44,
1John,3,23,1456,αὐτοῦ,45,
1John,3,23,1457,Ἰησοῦ,46,
1John,3,23,1458,Χριστοῦ,47,
1John,3,23,1459,καὶ,11,
1John,3,23,1460,ἀγαπῶμεν,333,
1John,3,23,1461,ἀλλήλους,334,
1John,3,23,1462,",",0,
1John,3,23,1463,καθὼς,152,
1John,3,23,1464,ἔδωκεν,390,
1John,3,23,1465,ἐντολὴν,157,
1John,3,23,1466,ἡμῖν,33,
1John,3,23,1467,.,0,
1John,3,24,1468,24,0,
1John,3,24,1469,καὶ,11,
1John,3,24,1470,ὁ,60,
1John,3,24,1471,τηρῶν,137,
1John,3,24,1472,τὰς,97,
1John,3,24,1473,ἐντολὰς,133,
1John,3,24,1474,αὐτοῦ,45,
1John,3,24,1475,ἐν,65,
1John,3,24,1476,αὐτῷ,66,
1John,3,24,1477,μένει,182,
1John,3,24,1478,καὶ,11,
1John,3,24,1479,αὐτὸς,120,
1John,3,24,1480,ἐν,65,
1John,3,24,1481,αὐτῷ,66,
1John,3,24,1482,·,0,
1John,3,24,1483,καὶ,11,
1John,3,24,1484,ἐν,65,
1John,3,24,1485,τούτῳ,129,
1John,3,24,1486,γινώσκομεν,130,
1John,3,24,1487,ὅτι,59,
1John,3,24,1488,μένει,182,
1John,3,24,1489,ἐν,65,
1John,3,24,1490,ἡμῖν,33,
1John,3,24,1491,",",0,
1John,3,24,1492,ἐκ,216,
