Greek New Testament — Seed Data Processing Tracker,,,,,,,,,
#,Book,Book#,Chapter,Verses,Verse Range,Batch #,Status,Date Done,Notes
224,Mark,41,Chapter 14,8,9–16,Batch 76,✅ Complete,2026-02-26,Generated MatthewChapter26_v57-64.cs
225,Mark,41,Chapter 14,8,17–24,Batch 77,✅ Complete,2026-02-26,Generated MatthewChapter26_v65-72.cs
226,Mark,41,Chapter 14,8,25–32,Batch 78,✅ Complete,2026-02-26,Generated MatthewChapter26_v73-75.cs
227,Mark,41,Chapter 14,8,33–40,Batch 79,✅ Complete,2026-02-27,Generated MatthewChapter27_v1-8.cs
228,Mark,41,Chapter 14,8,41–48,Batch 80,✅ Complete,2026-02-26,Generated MatthewChapter27_v9-16.cs
229,Mark,41,Chapter 14,8,49–56,Batch 81,✅ Complete,2026-02-26,Generated MatthewChapter27_v17-24.cs
230,Mark,41,Chapter 14,8,57–64,Batch 82,✅ Complete,2026-02-26,Generated MatthewChapter27_v25-32.cs
231,Mark,41,Chapter 14,8,65–72,Batch 83,✅ Complete,2026-02-26,Generated MatthewChapter27_v33-40.cs
232,Mark,41,Chapter 15,8,1–8,Batch 84,✅ Complete,2026-02-26,Generated MatthewChapter27_v41-48.cs
233,Mark,41,Chapter 15,8,9–16,Batch 85,✅ Complete,2026-02-26,Generated MatthewChapter27_v49-56.cs
234,Mark,41,Chapter 15,8,17–24,Batch 86,✅ Complete,2026-02-26,Generated MatthewChapter27_v57-64.cs
235,Mark,41,Chapter 15,8,25–32,Batch 87,✅ Complete,2026-02-26,Generated MatthewChapter27_v65-66.cs
236,Mark,41,Chapter 15,8,33–40,Batch 88,✅ Complete,2026-02-26,Generated MatthewChapter28_v1-8.cs
237,Mark,41,Chapter 15,7,41–47,Batch 89,✅ Complete,2026-02-26,Generated MatthewChapter28_v9-16.cs
238,Mark,41,Chapter 16,8,1–8,Batch 90,✅ Complete,2026-02-26,Generated MatthewChapter28_v17-20.cs
239,Mark,41,Chapter 16,8,9–16,Batch 91,✅ Complete,2026-02-27,Generated MarkChapter16_v9-16.cs
240,Mark,41,Chapter 16,4,17–20,Batch 92,✅ Complete,2026-02-26,Generated MarkChapter1_v1-8.cs
📖  Luke  (Book #42),,,,,,,✅ Complete,2026-02-26,Generated MarkChapter1_v9-16.cs
241,Luke,42,Chapter 1,8,1–8,Batch 1,✅ Complete,2026-02-27,Generated MarkChapter1_v17-24.cs
242,Luke,42,Chapter 1,8,9–16,Batch 2,✅ Complete,2026-02-26,Generated MarkChapter1_v25-32.cs
243,Luke,42,Chapter 1,8,17–24,Batch 3,✅ Complete,2026-02-26,Generated MarkChapter1_v33-40.cs
244,Luke,42,Chapter 1,8,25–32,Batch 4,✅ Complete,2026-02-26,Generated MarkChapter1_v41-45.cs
245,Luke,42,Chapter 1,8,33–40,Batch 5,✅ Complete,2026-02-26,Generated MarkChapter2_v1-8.cs
246,Luke,42,Chapter 1,8,41–48,Batch 6,✅ Complete,2026-02-26,Generated MarkChapter2_v9-16.cs
247,Luke,42,Chapter 1,8,49–56,Batch 7,✅ Complete,2026-02-26,Generated MarkChapter2_v17-24.cs
248,Luke,42,Chapter 1,8,57–64,Batch 8,✅ Complete,2026-02-26,Generated MarkChapter2_v25-28.cs
249,Luke,42,Chapter 1,8,65–72,Batch 9,✅ Complete,2026-02-27,Generated MarkChapter3_v1-8.cs
250,Luke,42,Chapter 1,8,73–80,Batch 10,✅ Complete,2026-02-26,Generated MarkChapter3_v9-16.cs
251,Luke,42,Chapter 2,8,1–8,Batch 11,✅ Complete,2026-02-26,Generated MarkChapter3_v17-24.cs
252,Luke,42,Chapter 2,8,9–16,Batch 12,✅ Complete,2026-02-26,Generated MarkChapter3_v25-32.cs
253,Luke,42,Chapter 2,8,17–24,Batch 13,✅ Complete,2026-02-26,Generated MarkChapter3_v33-35.cs
254,Luke,42,Chapter 2,8,25–32,Batch 14,✅ Complete,2026-02-26,Generated MarkChapter4_v1-8.cs
255,Luke,42,Chapter 2,8,33–40,Batch 15,✅ Complete,2026-02-26,Generated MarkChapter4_v9-16.cs
256,Luke,42,Chapter 2,8,41–48,Batch 16,✅ Complete,2026-02-26,Generated MarkChapter4_v17-24.cs
257,Luke,42,Chapter 2,4,49–52,Batch 17,✅ Complete,2026-02-26,Generated MarkChapter4_v25-32.cs
258,Luke,42,Chapter 3,8,1–8,Batch 18,✅ Complete,2026-02-26,Generated MarkChapter4_v33-40.cs
259,Luke,42,Chapter 3,8,9–16,Batch 19,✅ Complete,2026-02-26,Generated MarkChapter4_v41-41.cs
260,Luke,42,Chapter 3,8,17–24,Batch 20,✅ Complete,2026-02-26,Generated MarkChapter5_v1-8.cs
261,Luke,42,Chapter 3,8,25–32,Batch 21,✅ Complete,2026-02-26,Generated MarkChapter5_v9-16.cs
262,Luke,42,Chapter 3,6,33–38,Batch 22,✅ Complete,2026-02-26,Generated MarkChapter5_v17-24.cs
263,Luke,42,Chapter 4,8,1–8,Batch 23,✅ Complete,2026-02-26,Generated MarkChapter5_v25-32.cs
264,Luke,42,Chapter 4,8,9–16,Batch 24,✅ Complete,2026-02-26,Generated MarkChapter5_v33-40.cs
265,Luke,42,Chapter 4,8,17–24,Batch 25,✅ Complete,2026-02-26,Generated MarkChapter5_v41-43.cs
266,Luke,42,Chapter 4,8,25–32,Batch 26,✅ Complete,2026-02-26,Generated MarkChapter6_v1-8.cs
267,Luke,42,Chapter 4,8,33–40,Batch 27,✅ Complete,2026-02-26,Generated MarkChapter6_v9-16.cs
268,Luke,42,Chapter 4,4,41–44,Batch 28,✅ Complete,2026-02-26,Generated MarkChapter6_v17-24.cs
269,Luke,42,Chapter 5,8,1–8,Batch 29,✅ Complete,2026-02-26,Generated MarkChapter6_v25-32.cs
270,Luke,42,Chapter 5,8,9–16,Batch 30,✅ Complete,2026-02-26,Generated MarkChapter6_v33-40.cs
271,Luke,42,Chapter 5,8,17–24,Batch 31,✅ Complete,2026-02-26,Generated MarkChapter6_v41-48.cs
272,Luke,42,Chapter 5,8,25–32,Batch 32,✅ Complete,2026-02-26,Generated MarkChapter6_v49-56.cs
273,Luke,42,Chapter 5,7,33–39,Batch 33,✅ Complete,2026-03-03,Generated MarkChapter7_v1-8.cs
274,Luke,42,Chapter 6,8,1–8,Batch 34,✅ Complete,2026-02-26,Generated MarkChapter7_v9-16.cs
275,Luke,42,Chapter 6,8,9–16,Batch 35,✅ Complete,2026-02-26,Generated MarkChapter7_v17-24.cs
276,Luke,42,Chapter 6,8,17–24,Batch 36,✅ Complete,2026-02-26,Generated MarkChapter7_v25-32.cs
277,Luke,42,Chapter 6,8,25–32,Batch 37,✅ Complete,2026-02-27,Generated MarkChapter7_v33-37.cs
278,Luke,42,Chapter 6,8,33–40,Batch 38,✅ Complete,2026-02-27,Generated MarkChapter8_v1-8.cs
279,Luke,42,Chapter 6,8,41–48,Batch 39,✅ Complete,2026-02-26,Generated MarkChapter8_v9-16.cs
280,Luke,42,Chapter 6,1,49–49,Batch 40,✅ Complete,2026-02-26,Generated MarkChapter8_v17-24.cs
281,Luke,42,Chapter 7,8,1–8,Batch 41,✅ Complete,2026-02-26,Generated MarkChapter8_v25-32.cs
282,Luke,42,Chapter 7,8,9–16,Batch 42,✅ Complete,2026-02-26,Generated MarkChapter8_v33-38.cs
283,Luke,42,Chapter 7,8,17–24,Batch 43,✅ Complete,2026-02-26,Generated MarkChapter9_v1-8.cs
284,Luke,42,Chapter 7,8,25–32,Batch 44,✅ Complete,2026-02-26,Generated MarkChapter9_v9-16.cs
285,Luke,42,Chapter 7,8,33–40,Batch 45,✅ Complete,2026-02-27,Generated MarkChapter9_v17-24.cs
286,Luke,42,Chapter 7,8,41–48,Batch 46,✅ Complete,2026-02-26,Generated MarkChapter9_v25-32.cs
287,Luke,42,Chapter 7,2,49–50,Batch 47,✅ Complete,2026-02-26,Generated MarkChapter9_v33-40.cs
288,Luke,42,Chapter 8,8,1–8,Batch 48,✅ Complete,2026-02-26,Generated MarkChapter9_v41-48.cs
289,Luke,42,Chapter 8,8,9–16,Batch 49,✅ Complete,2026-02-27,Generated MarkChapter9_v49-50.cs
290,Luke,42,Chapter 8,8,17–24,Batch 50,✅ Complete,2026-02-27,Generated MarkChapter10_v1-8.cs
291,Luke,42,Chapter 8,8,25–32,Batch 51,✅ Complete,2026-02-26,Generated MarkChapter10_v9-16.cs
292,Luke,42,Chapter 8,8,33–40,Batch 52,✅ Complete,2026-02-26,Generated MarkChapter10_v17-24.cs
293,Luke,42,Chapter 8,8,41–48,Batch 53,✅ Complete,2026-02-27,Generated MarkChapter10_v25-32.cs
294,Luke,42,Chapter 8,8,49–56,Batch 54,✅ Complete,2026-02-26,Generated MarkChapter10_v33-40.cs
295,Luke,42,Chapter 9,8,1–8,Batch 55,✅ Complete,2026-02-26,Generated MarkChapter10_v41-48.cs
296,Luke,42,Chapter 9,8,9–16,Batch 56,✅ Complete,2026-02-27,Generated MarkChapter10_v49-52.cs
297,Luke,42,Chapter 9,8,17–24,Batch 57,✅ Complete,2026-02-26,Generated MarkChapter11_v1-8.cs
298,Luke,42,Chapter 9,8,25–32,Batch 58,✅ Complete,2026-02-26,Generated MarkChapter11_v9-16.cs
299,Luke,42,Chapter 9,8,33–40,Batch 59,✅ Complete,2026-02-26,Generated MarkChapter11_v17-24.cs
300,Luke,42,Chapter 9,8,41–48,Batch 60,✅ Complete,2026-02-26,Generated MarkChapter11_v25-32.cs
301,Luke,42,Chapter 9,8,49–56,Batch 61,✅ Complete,2026-02-26,Generated MarkChapter11_v33-33.cs
302,Luke,42,Chapter 9,6,57–62,Batch 62,✅ Complete,2026-02-26,Generated MarkChapter12_v1-8.cs
303,Luke,42,Chapter 10,8,1–8,Batch 63,✅ Complete,2026-02-26,Generated MarkChapter12_v9-16.cs
304,Luke,42,Chapter 10,8,9–16,Batch 64,✅ Complete,2026-02-26,Generated MarkChapter12_v17-24.cs
305,Luke,42,Chapter 10,8,17–24,Batch 65,✅ Complete,2026-02-26,Generated MarkChapter12_v25-32.cs
306,Luke,42,Chapter 10,8,25–32,Batch 66,✅ Complete,2026-02-26,Generated MarkChapter12_v33-40.cs
307,Luke,42,Chapter 10,8,33–40,Batch 67,✅ Complete,2026-02-26,Generated MarkChapter12_v41-44.cs
308,Luke,42,Chapter 10,2,41–42,Batch 68,✅ Complete,2026-02-27,Generated MarkChapter13_v1-8.cs
309,Luke,42,Chapter 11,8,1–8,Batch 69,✅ Complete,2026-02-27,Generated MarkChapter13_v9-16.cs
310,Luke,42,Chapter 11,8,9–16,Batch 70,✅ Complete,2026-02-27,Generated MarkChapter13_v17-24.cs
311,Luke,42,Chapter 11,8,17–24,Batch 71,✅ Complete,2026-02-27,Generated MarkChapter13_v25-32.cs
312,Luke,42,Chapter 11,8,25–32,Batch 72,✅ Complete,2026-02-27,Generated MarkChapter13_v33-37.cs
313,Luke,42,Chapter 11,8,33–40,Batch 73,✅ Complete,2026-02-27,Generated MarkChapter14_v1-8.cs
314,Luke,42,Chapter 11,8,41–48,Batch 74,✅ Complete,2026-02-27,Generated MarkChapter14_v9-16.cs
315,Luke,42,Chapter 11,6,49–54,Batch 75,✅ Complete,2026-02-27,Generated MarkChapter14_v17-24.cs
316,Luke,42,Chapter 12,8,1–8,Batch 76,✅ Complete,2026-02-27,Generated MarkChapter14_v25-32.cs
317,Luke,42,Chapter 12,8,9–16,Batch 77,✅ Complete,2026-02-27,Generated MarkChapter14_v33-40.cs
318,Luke,42,Chapter 12,8,17–24,Batch 78,✅ Complete,2026-02-27,Generated MarkChapter14_v41-48.cs
319,Luke,42,Chapter 12,8,25–32,Batch 79,✅ Complete,2026-02-27,Generated MarkChapter14_v49-56.cs
320,Luke,42,Chapter 12,8,33–40,Batch 80,✅ Complete,2026-02-27,Generated MarkChapter14_v57-64.cs
321,Luke,42,Chapter 12,8,41–48,Batch 81,✅ Complete,2026-02-27,Generated MarkChapter14_v65-72.cs
322,Luke,42,Chapter 12,8,49–56,Batch 82,✅ Complete,2026-03-03,Generated MarkChapter15_v1-8.cs
323,Luke,42,Chapter 12,3,57–59,Batch 83,✅ Complete,2026-03-03,Generated MarkChapter15_v9-16.cs
324,Luke,42,Chapter 13,8,1–8,Batch 84,✅ Complete,2026-02-27,Generated MarkChapter15_v17-24.cs
325,Luke,42,Chapter 13,8,9–16,Batch 85,✅ Complete,2026-03-03,Generated MarkChapter15_v25-32.cs
326,Luke,42,Chapter 13,8,17–24,Batch 86,✅ Complete,2026-02-27,Generated MarkChapter15_v33-40.cs
327,Luke,42,Chapter 13,8,25–32,Batch 87,✅ Complete,2026-02-27,Generated MarkChapter15_v41-47.cs
328,Luke,42,Chapter 13,3,33–35,Batch 88,✅ Complete,2026-02-27,Generated MarkChapter16_v1-8.cs
329,Luke,42,Chapter 14,8,1–8,Batch 89,✅ Complete,2026-02-27,Generated MarkChapter16_v9-16.cs
330,Luke,42,Chapter 14,8,9–16,Batch 90,✅ Complete,2026-02-27,Generated MarkChapter16_v17-20.cs
331,Luke,42,Chapter 14,8,17–24,Batch 91,✅ Complete,2026-03-03,Generated LukeChapter14_v17-24.cs
332,Luke,42,Chapter 14,8,25–32,Batch 92,✅ Complete,2026-03-03,Generated LukeChapter1_v1-8.cs
333,Luke,42,Chapter 14,3,33–35,Batch 93,✅ Complete,2026-02-27,Generated LukeChapter1_v9-16.cs
334,Luke,42,Chapter 15,8,1–8,Batch 94,✅ Complete,2026-02-27,Generated LukeChapter1_v17-24.cs
335,Luke,42,Chapter 15,8,9–16,Batch 95,✅ Complete,2026-02-27,Generated LukeChapter1_v25-32.cs
336,Luke,42,Chapter 15,8,17–24,Batch 96,✅ Complete,2026-02-27,Generated LukeChapter1_v33-40.cs
337,Luke,42,Chapter 15,8,25–32,Batch 97,✅ Complete,2026-03-03,Generated LukeChapter1_v41-48.cs
338,Luke,42,Chapter 16,8,1–8,Batch 98,✅ Complete,2026-02-27,Generated LukeChapter1_v49-56.cs
339,Luke,42,Chapter 16,8,9–16,Batch 99,✅ Complete,2026-03-03,Generated LukeChapter1_v57-64.cs
340,Luke,42,Chapter 16,8,17–24,Batch 100,✅ Complete,2026-03-03,Generated LukeChapter1_v65-72.cs
341,Luke,42,Chapter 16,7,25–31,Batch 101,✅ Complete,2026-02-27,Generated LukeChapter1_v73-80.cs
342,Luke,42,Chapter 17,8,1–8,Batch 102,✅ Complete,2026-02-27,Generated LukeChapter2_v1-8.cs
343,Luke,42,Chapter 17,8,9–16,Batch 103,✅ Complete,2026-02-27,Generated LukeChapter2_v9-16.cs
344,Luke,42,Chapter 17,8,17–24,Batch 104,✅ Complete,2026-02-27,Generated LukeChapter2_v17-24.cs
345,Luke,42,Chapter 17,8,25–32,Batch 105,✅ Complete,2026-02-27,Generated LukeChapter2_v25-32.cs
346,Luke,42,Chapter 17,5,33–37,Batch 106,✅ Complete,2026-02-27,Generated LukeChapter2_v33-40.cs
347,Luke,42,Chapter 18,8,1–8,Batch 107,✅ Complete,2026-02-27,Generated LukeChapter2_v41-48.cs
348,Luke,42,Chapter 18,8,9–16,Batch 108,✅ Complete,2026-03-03,Generated LukeChapter2_v49-52.cs
349,Luke,42,Chapter 18,8,17–24,Batch 109,✅ Complete,2026-03-03,Generated LukeChapter3_v1-8.cs
350,Luke,42,Chapter 18,8,25–32,Batch 110,✅ Complete,2026-02-27,Generated LukeChapter3_v9-16.cs
351,Luke,42,Chapter 18,8,33–40,Batch 111,✅ Complete,2026-02-27,Generated LukeChapter3_v17-24.cs
352,Luke,42,Chapter 18,3,41–43,Batch 112,✅ Complete,2026-02-27,Generated LukeChapter3_v25-32.cs
353,Luke,42,Chapter 19,8,1–8,Batch 113,✅ Complete,2026-02-27,Generated LukeChapter3_v33-38.cs
354,Luke,42,Chapter 19,8,9–16,Batch 114,✅ Complete,2026-02-27,Generated LukeChapter4_v1-8.cs
355,Luke,42,Chapter 19,8,17–24,Batch 115,✅ Complete,2026-02-27,Generated LukeChapter4_v9-16.cs
356,Luke,42,Chapter 19,8,25–32,Batch 116,✅ Complete,2026-03-03,Generated LukeChapter4_v17-24.cs
357,Luke,42,Chapter 19,8,33–40,Batch 117,✅ Complete,2026-02-27,Generated LukeChapter4_v25-32.cs
358,Luke,42,Chapter 19,8,41–48,Batch 118,✅ Complete,2026-02-27,Generated LukeChapter4_v33-40.cs
359,Luke,42,Chapter 20,8,1–8,Batch 119,✅ Complete,2026-02-27,Generated LukeChapter4_v41-44.cs
360,Luke,42,Chapter 20,8,9–16,Batch 120,✅ Complete,2026-02-27,Generated LukeChapter5_v1-8.cs
361,Luke,42,Chapter 20,8,17–24,Batch 121,✅ Complete,2026-02-27,Generated LukeChapter5_v9-16.cs
362,Luke,42,Chapter 20,8,25–32,Batch 122,✅ Complete,2026-02-27,Generated LukeChapter5_v17-24.cs
363,Luke,42,Chapter 20,8,33–40,Batch 123,✅ Complete,2026-02-27,Generated LukeChapter5_v25-32.cs
364,Luke,42,Chapter 20,7,41–47,Batch 124,✅ Complete,2026-02-27,Generated LukeChapter5_v33-39.cs
365,Luke,42,Chapter 21,8,1–8,Batch 125,✅ Complete,2026-02-27,Generated LukeChapter6_v1-8.cs
366,Luke,42,Chapter 21,8,9–16,Batch 126,✅ Complete,2026-02-27,Generated LukeChapter6_v9-16.cs
367,Luke,42,Chapter 21,8,17–24,Batch 127,✅ Complete,2026-02-27,Generated LukeChapter6_v17-24.cs
368,Luke,42,Chapter 21,8,25–32,Batch 128,✅ Complete,2026-02-27,Generated LukeChapter6_v25-32.cs
369,Luke,42,Chapter 21,6,33–38,Batch 129,✅ Complete,2026-02-27,Generated LukeChapter6_v33-40.cs
370,Luke,42,Chapter 22,8,1–8,Batch 130,✅ Complete,2026-02-27,Generated LukeChapter6_v41-48.cs
371,Luke,42,Chapter 22,8,9–16,Batch 131,✅ Complete,2026-02-27,Generated LukeChapter6_v49-49.cs
372,Luke,42,Chapter 22,8,17–24,Batch 132,✅ Complete,2026-02-27,Generated LukeChapter7_v1-8.cs
373,Luke,42,Chapter 22,8,25–32,Batch 133,✅ Complete,2026-02-27,Generated LukeChapter7_v9-16.cs
374,Luke,42,Chapter 22,8,33–40,Batch 134,✅ Complete,2026-02-27,Generated LukeChapter7_v17-24.cs
375,Luke,42,Chapter 22,8,41–48,Batch 135,✅ Complete,2026-02-27,Generated LukeChapter7_v25-32.cs
376,Luke,42,Chapter 22,8,49–56,Batch 136,✅ Complete,2026-02-27,Generated LukeChapter7_v33-40.cs
377,Luke,42,Chapter 22,8,57–64,Batch 137,✅ Complete,2026-02-27,Generated LukeChapter7_v41-48.cs
378,Luke,42,Chapter 22,7,65–71,Batch 138,✅ Complete,2026-02-27,Generated LukeChapter7_v49-50.cs
379,Luke,42,Chapter 23,8,1–8,Batch 139,✅ Complete,2026-02-27,Generated LukeChapter8_v1-8.cs
380,Luke,42,Chapter 23,8,9–16,Batch 140,✅ Complete,2026-02-27,Generated LukeChapter8_v9-16.cs
381,Luke,42,Chapter 23,8,17–24,Batch 141,✅ Complete,2026-02-27,Generated LukeChapter8_v17-24.cs
382,Luke,42,Chapter 23,8,25–32,Batch 142,✅ Complete,2026-02-27,Generated LukeChapter8_v25-32.cs
383,Luke,42,Chapter 23,8,33–40,Batch 143,✅ Complete,2026-02-27,Generated LukeChapter8_v33-40.cs
384,Luke,42,Chapter 23,8,41–48,Batch 144,✅ Complete,2026-03-03,Generated LukeChapter8_v41-48.cs
385,Luke,42,Chapter 23,8,49–56,Batch 145,✅ Complete,2026-02-27,Generated LukeChapter8_v49-56.cs
386,Luke,42,Chapter 24,8,1–8,Batch 146,✅ Complete,2026-02-27,Generated LukeChapter9_v1-8.cs
387,Luke,42,Chapter 24,8,9–16,Batch 147,✅ Complete,2026-02-27,Generated LukeChapter9_v9-16.cs
388,Luke,42,Chapter 24,8,17–24,Batch 148,✅ Complete,2026-02-27,Generated LukeChapter9_v17-24.cs
389,Luke,42,Chapter 24,8,25–32,Batch 149,✅ Complete,2026-02-27,Generated LukeChapter9_v25-32.cs
390,Luke,42,Chapter 24,8,33–40,Batch 150,✅ Complete,2026-02-27,Generated LukeChapter9_v33-40.cs
391,Luke,42,Chapter 24,8,41–48,Batch 151,✅ Complete,2026-02-27,Generated LukeChapter9_v41-48.cs
392,Luke,42,Chapter 24,5,49–53,Batch 152,✅ Complete,2026-02-27,Generated LukeChapter9_v49-56.cs
📖  John  (Book #43),,,,,,,✅ Complete,2026-02-27,Generated LukeChapter9_v57-62.cs
393,John,43,Chapter 1,8,1–8,Batch 1,✅ Complete,2026-03-03,Generated LukeChapter10_v1-8.cs
394,John,43,Chapter 1,8,9–16,Batch 2,✅ Complete,2026-03-03,Generated LukeChapter10_v9-16.cs
395,John,43,Chapter 1,8,17–24,Batch 3,✅ Complete,2026-02-27,Generated LukeChapter10_v17-24.cs
396,John,43,Chapter 1,8,25–32,Batch 4,✅ Complete,2026-02-27,Generated LukeChapter10_v25-32.cs
397,John,43,Chapter 1,8,33–40,Batch 5,✅ Complete,2026-02-27,Generated LukeChapter10_v33-40.cs
398,John,43,Chapter 1,8,41–48,Batch 6,✅ Complete,2026-03-03,Generated LukeChapter10_v41-42.cs
399,John,43,Chapter 1,3,49–51,Batch 7,✅ Complete,2026-03-03,Generated LukeChapter11_v1-8.cs
400,John,43,Chapter 2,8,1–8,Batch 8,✅ Complete,2026-03-03,Generated LukeChapter11_v9-16.cs
401,John,43,Chapter 2,8,9–16,Batch 9,✅ Complete,2026-03-03,Generated LukeChapter11_v17-24.cs
402,John,43,Chapter 2,8,17–24,Batch 10,✅ Complete,2026-03-03,Generated LukeChapter11_v25-32.cs
403,John,43,Chapter 2,1,25–25,Batch 11,✅ Complete,2026-03-03,Generated LukeChapter11_v33-40.cs
404,John,43,Chapter 3,8,1–8,Batch 12,✅ Complete,2026-03-03,Generated LukeChapter11_v41-48.cs
405,John,43,Chapter 3,8,9–16,Batch 13,✅ Complete,2026-03-03,Generated LukeChapter11_v49-54.cs
406,John,43,Chapter 3,8,17–24,Batch 14,✅ Complete,2026-03-03,Generated LukeChapter12_v1-8.cs
407,John,43,Chapter 3,8,25–32,Batch 15,✅ Complete,2026-02-27,Generated LukeChapter12_v9-16.cs
408,John,43,Chapter 3,4,33–36,Batch 16,✅ Complete,2026-02-27,Generated LukeChapter12_v17-24.cs
409,John,43,Chapter 4,8,1–8,Batch 17,✅ Complete,2026-03-03,Generated LukeChapter12_v25-32.cs
410,John,43,Chapter 4,8,9–16,Batch 18,✅ Complete,2026-03-03,Generated LukeChapter12_v33-40.cs
411,John,43,Chapter 4,8,17–24,Batch 19,✅ Complete,2026-03-03,Generated LukeChapter12_v41-48.cs
412,John,43,Chapter 4,8,25–32,Batch 20,✅ Complete,2026-03-03,Generated LukeChapter12_v49-56.cs
413,John,43,Chapter 4,8,33–40,Batch 21,✅ Complete,2026-03-03,Generated LukeChapter12_v57-59.cs
414,John,43,Chapter 4,8,41–48,Batch 22,✅ Complete,2026-03-03,Generated LukeChapter13_v1-8.cs
415,John,43,Chapter 4,6,49–54,Batch 23,✅ Complete,2026-03-03,Generated LukeChapter13_v9-16.cs
416,John,43,Chapter 5,8,1–8,Batch 24,✅ Complete,2026-03-03,Generated LukeChapter13_v17-24.cs
417,John,43,Chapter 5,8,9–16,Batch 25,✅ Complete,2026-03-03,Generated LukeChapter13_v25-32.cs
418,John,43,Chapter 5,8,17–24,Batch 26,✅ Complete,2026-03-03,Generated LukeChapter13_v33-35.cs
419,John,43,Chapter 5,8,25–32,Batch 27,✅ Complete,2026-03-01,Generated LukeChapter14_v1-8.cs
420,John,43,Chapter 5,8,33–40,Batch 28,✅ Complete,2026-03-03,Generated LukeChapter14_v9-16.cs
421,John,43,Chapter 5,7,41–47,Batch 29,✅ Complete,2026-03-03,Generated LukeChapter14_v17-24.cs
422,John,43,Chapter 6,8,1–8,Batch 30,✅ Complete,2026-03-03,Generated LukeChapter14_v25-32.cs
423,John,43,Chapter 6,8,9–16,Batch 31,✅ Complete,2026-03-03,Generated LukeChapter14_v33-35.cs
424,John,43,Chapter 6,8,17–24,Batch 32,✅ Complete,2026-03-03,Generated LukeChapter15_v1-8.cs
425,John,43,Chapter 6,8,25–32,Batch 33,✅ Complete,2026-03-03,Generated LukeChapter15_v9-16.cs
426,John,43,Chapter 6,8,33–40,Batch 34,✅ Complete,2026-03-03,Generated LukeChapter15_v17-24.cs
427,John,43,Chapter 6,8,41–48,Batch 35,✅ Complete,2026-03-03,Generated LukeChapter15_v25-32.cs
428,John,43,Chapter 6,8,49–56,Batch 36,✅ Complete,2026-03-03,Generated LukeChapter16_v1-8.cs
429,John,43,Chapter 6,8,57–64,Batch 37,✅ Complete,2026-03-04,Generated JohnChapter6_v57-64.cs
430,John,43,Chapter 6,7,65–71,Batch 38,✅ Complete,2026-03-03,Generated LukeChapter16_v17-24.cs
431,John,43,Chapter 7,8,1–8,Batch 39,✅ Complete,2026-03-03,Generated LukeChapter16_v25-31.cs
432,John,43,Chapter 7,8,9–16,Batch 40,✅ Complete,2026-03-03,Generated LukeChapter17_v1-8.cs
433,John,43,Chapter 7,8,17–24,Batch 41,✅ Complete,2026-03-03,Generated LukeChapter17_v9-16.cs
434,John,43,Chapter 7,8,25–32,Batch 42,✅ Complete,2026-03-04,Generated JohnChapter7_v25-32.cs
435,John,43,Chapter 7,8,33–40,Batch 43,✅ Complete,2026-03-04,Generated JohnChapter7_v33-40.cs
436,John,43,Chapter 7,8,41–48,Batch 44,✅ Complete,2026-03-04,Generated JohnChapter7_v41-48.cs
437,John,43,Chapter 7,5,49–53,Batch 45,✅ Complete,2026-03-03,Generated LukeChapter18_v1-8.cs
438,John,43,Chapter 8,8,1–8,Batch 46,✅ Complete,2026-03-03,Generated LukeChapter18_v9-16.cs
439,John,43,Chapter 8,8,9–16,Batch 47,✅ Complete,2026-03-04,Generated JohnChapter8_v9-16.cs
440,John,43,Chapter 8,8,17–24,Batch 48,✅ Complete,2026-03-04,Generated JohnChapter8_v17-24.cs
441,John,43,Chapter 8,8,25–32,Batch 49,✅ Complete,2026-03-03,Generated LukeChapter18_v33-40.cs
442,John,43,Chapter 8,8,33–40,Batch 50,✅ Complete,2026-03-03,Generated LukeChapter18_v41-43.cs
443,John,43,Chapter 8,8,41–48,Batch 51,✅ Complete,2026-03-03,Generated LukeChapter19_v1-8.cs
444,John,43,Chapter 8,8,49–56,Batch 52,✅ Complete,2026-03-02,Generated LukeChapter19_v9-16.cs
445,John,43,Chapter 8,3,57–59,Batch 53,✅ Complete,2026-03-03,Generated LukeChapter19_v17-24.cs
446,John,43,Chapter 9,8,1–8,Batch 54,✅ Complete,2026-03-03,Generated LukeChapter19_v25-32.cs
447,John,43,Chapter 9,8,9–16,Batch 55,✅ Complete,2026-03-03,Generated LukeChapter19_v33-40.cs
448,John,43,Chapter 9,8,17–24,Batch 56,✅ Complete,2026-03-03,Generated LukeChapter19_v41-48.cs
449,John,43,Chapter 9,8,25–32,Batch 57,✅ Complete,2026-03-03,Generated LukeChapter20_v1-8.cs
450,John,43,Chapter 9,8,33–40,Batch 58,✅ Complete,2026-03-03,Generated LukeChapter20_v9-16.cs
451,John,43,Chapter 9,1,41–41,Batch 59,✅ Complete,2026-03-03,Generated LukeChapter20_v17-24.cs
452,John,43,Chapter 10,8,1–8,Batch 60,✅ Complete,2026-03-03,Generated LukeChapter20_v25-32.cs
453,John,43,Chapter 10,8,9–16,Batch 61,✅ Complete,2026-03-03,Generated LukeChapter20_v33-40.cs
454,John,43,Chapter 10,8,17–24,Batch 62,✅ Complete,2026-03-03,Generated LukeChapter20_v41-47.cs
455,John,43,Chapter 10,8,25–32,Batch 63,✅ Complete,2026-03-03,Generated LukeChapter21_v1-8.cs
